🇨🇳 央视爸爸,#genre#
CCTV12,http://111.230.30.193/php/lyd.php?id=6568
CCTV13,http://111.230.30.193/php/lyd.php?id=6571
CCTV14,http://111.230.30.193/php/lyd.php?id=6591
CCTV15,http://111.230.30.193/php/lyd.php?id=6476
CCTV16,http://111.230.30.193/php/lyd.php?id=6100
CCTV17,http://111.230.30.193/php/lyd.php?id=5765
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008
CCTV2,http://mail.petzhu.top:7000/rtp/239.254.200.158:6000
CCTV3,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000
CCTV4,http://mail.petzhu.top:7000/rtp/239.254.200.190:6307
CCTV5,http://mail.petzhu.top:7000/rtp/239.254.201.153:7206
CCTV5+,http://mail.petzhu.top:7000/rtp/239.254.200.46:8004
CCTV6,http://mail.petzhu.top:7000/rtp/239.254.201.154:7207
CCTV7,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000
CCTV8,http://mail.petzhu.top:7000/rtp/239.254.201.155:7208
CCTV9,http://mail.petzhu.top:7000/rtp/239.254.200.59:8112
CCTV10,http://mail.petzhu.top:7000/rtp/239.254.200.160:6000
CCTV11,http://mail.petzhu.top:7000/rtp/239.254.201.123:8120
CCTV12,http://mail.petzhu.top:7000/rtp/239.254.200.161:6000
CCTV13,http://mail.petzhu.top:7000/rtp/239.254.200.9:8264
CCTV14,http://mail.petzhu.top:7000/rtp/239.254.200.162:6000
CCTV15,http://mail.petzhu.top:7000/rtp/239.254.201.124:8136
CCTV16,http://mail.petzhu.top:7000/rtp/239.254.201.150:6345
CCTV17,http://mail.petzhu.top:7000/rtp/239.254.201.120:8144
CCTV16 4K,http://mail.petzhu.top:7000/rtp/239.254.201.150:6345
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146
CCTV2,http://alvin.ergotron.net:8000/udp/239.77.1.158:5146
CCTV3,http://alvin.ergotron.net:8000/udp/239.77.0.169:5146
CCTV4,http://alvin.ergotron.net:8000/udp/239.77.1.163:5146
CCTV5,http://alvin.ergotron.net:8000/udp/239.77.0.170:5146
CCTV6,http://alvin.ergotron.net:8000/udp/239.77.0.171:5146
CCTV7,http://alvin.ergotron.net:8000/udp/239.77.1.159:5146
CCTV8,http://alvin.ergotron.net:8000/udp/239.77.0.172:5146
CCTV9,http://alvin.ergotron.net:8000/udp/239.77.1.168:5146
CCTV10,http://alvin.ergotron.net:8000/udp/239.77.1.113:5146
CCTV11,http://alvin.ergotron.net:8000/udp/239.77.1.238:5146
CCTV12,http://alvin.ergotron.net:8000/udp/239.77.1.109:5146
CCTV13,http://alvin.ergotron.net:8000/udp/239.77.0.188:5146
CCTV14,http://alvin.ergotron.net:8000/udp/239.77.1.161:5146
CCTV15,http://alvin.ergotron.net:8000/udp/239.77.1.239:5146
CCTV16,http://alvin.ergotron.net:8000/udp/239.77.1.76:5146
CCTV17,http://alvin.ergotron.net:8000/udp/239.77.1.121:5146
CCTV-4K,http://alvin.ergotron.net:8000/udp/239.77.0.194:5146
CCTV-8K,http://alvin.ergotron.net:8000/udp/239.253.43.106:5146
CCTV1,http://home.huaz.site:4000/udp/239.21.1.120:5002
CCTV2,http://home.huaz.site:4000/udp/239.21.1.151:5002
CCTV3,http://home.huaz.site:4000/udp/239.21.2.45:5002
CCTV4,http://home.huaz.site:4000/udp/239.21.1.154:5002
CCTV5,http://home.huaz.site:4000/udp/239.21.2.46:5002
CCTV5+,http://home.huaz.site:4000/udp/239.21.1.142:5002
CCTV6,http://home.huaz.site:4000/udp/239.21.2.47:5002
CCTV7,http://home.huaz.site:4000/udp/239.21.1.152:5002
CCTV8,http://home.huaz.site:4000/udp/239.21.2.48:5002
CCTV9,http://home.huaz.site:4000/udp/239.21.1.153:5002
CCTV10,http://home.huaz.site:4000/udp/239.21.1.155:5002
CCTV11,http://home.huaz.site:4000/udp/239.21.2.2:5002
CCTV12,http://home.huaz.site:4000/udp/239.21.1.156:5002
CCTV13,http://home.huaz.site:4000/udp/239.21.2.3:5002
CCTV14,http://home.huaz.site:4000/udp/239.21.1.157:5002
CCTV15,http://home.huaz.site:4000/udp/239.21.2.4:5002
CCTV16,http://home.huaz.site:4000/udp/239.21.2.51:5002
CCTV17,http://home.huaz.site:4000/udp/239.21.1.186:5002
CCTV1,http://183.92.4.163:4000/udp/228.0.0.1:6108
CCTV2,http://183.92.4.163:4000/udp/228.0.0.2:6108
CCTV3,http://183.92.4.163:4000/udp/228.0.0.156:7156
CCTV4,http://183.92.4.163:4000/udp/228.0.0.143:7143
CCTV5,http://183.92.4.163:4000/udp/228.0.0.112:6108
CCTV5＋,http://183.92.4.163:4000/udp/228.0.0.17:6108
CCTV6,http://183.92.4.163:4000/udp/228.0.0.157:7157
CCTV7,http://183.92.4.163:4000/udp/228.0.0.7:6108
CCTV8,http://183.92.4.163:4000/udp/228.0.0.158:7158
CCTV9,http://183.92.4.163:4000/udp/228.0.0.9:6108
CCTV10,http://183.92.4.163:4000/udp/228.0.0.10:6108
CCTV11,http://183.92.4.163:4000/udp/228.0.0.242:6108
CCTV12,http://183.92.4.163:4000/udp/228.0.0.12:6108
CCTV13,http://183.92.4.163:4000/udp/228.0.0.202:6108
CCTV14,http://183.92.4.163:4000/udp/228.0.0.14:6108
CCTV15http://183.92.4.163:4000/udp/228.0.0.15:6108
CCTV16,http://183.92.4.163:4000/udp/228.0.0.249:6108
CCTV17,http://183.92.4.163:4000/udp/228.0.0.161:7161
CCTV1,http://dms.yryyj.site:8188/udp/239.76.245.51:1234
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234
CCTV2,http://dms.yryyj.site:8188/udp/239.76.246.152:1234
CCTV3,http://dms.yryyj.site:8188/udp/239.76.246.153:1234
CCTV4,http://dms.yryyj.site:8188/udp/239.76.245.195:1234
CCTV4,http://dms.yryyj.site:8188/udp/239.76.246.154:1234
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.155:1234
CCTV5+,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV6,http://dms.yryyj.site:8188/udp/239.76.246.156:1234
CCTV7,http://dms.yryyj.site:8188/udp/239.76.246.157:1234
CCTV8,http://dms.yryyj.site:8188/udp/239.76.246.158:1234
CCTV9,http://dms.yryyj.site:8188/udp/239.76.246.159:1234
CCTV10,http://dms.yryyj.site:8188/udp/239.76.246.160:1234
CCTV11,http://dms.yryyj.site:8188/udp/239.76.245.251:1234
CCTV12,http://dms.yryyj.site:8188/udp/239.76.246.162:1234
CCTV13,http://dms.yryyj.site:8188/udp/239.76.246.93:1234
CCTV14,http://dms.yryyj.site:8188/udp/239.76.246.164:1234
CCTV15,http://dms.yryyj.site:8188/udp/239.76.245.252:1234
CCTV16,http://dms.yryyj.site:8188/udp/239.76.246.98:1234
CCTV17,http://dms.yryyj.site:8188/udp/239.76.245.238:1234
CCTV16 4K,http://dms.yryyj.site:8188/udp/239.76.254.200:9000
CCTV16 4K,http://dms.yryyj.site:8188/udp/239.76.246.230:1234

 ┣  地方卫视,#genre#
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视
北京卫视,http://148.135.93.213:81/live.php?id=北京卫视
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视
浙江卫视,http://148.135.93.213:81/live.php?id=浙江卫视
吉林卫视,http://148.135.93.213:81/live.php?id=吉林卫视
四川卫视,http://148.135.93.213:81/live.php?id=四川卫视
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视
安徽卫视,http://148.135.93.213:81/live.php?id=安徽卫视
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视
山西卫视,http://148.135.93.213:81/live.php?id=山西卫视
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
东南卫视,http://148.135.93.213:81/live.php?id=东南卫视
河北卫视,http://148.135.93.213:81/live.php?id=河北卫视
河南卫视,http://148.135.93.213:81/live.php?id=河南卫视
深圳卫视,http://148.135.93.213:81/live.php?id=深圳卫视
湖北卫视,http://148.135.93.213:81/live.php?id=湖北卫视
甘肃卫视,http://148.135.93.213:81/live.php?id=甘肃卫视
贵州卫视,http://148.135.93.213:81/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213:81/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213:81/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213:81/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213:81/live.php?id=海南卫视
西藏卫视,http://148.135.93.213:81/live.php?id=西藏卫视
陕西卫视,http://148.135.93.213:81/live.php?id=陕西卫视
湖南卫视,https://jrys.haycker.eu.org:4443/play/37?token=98604b785a0063d80a49f93b25b5cb40
浙江卫视,https://jrys.haycker.eu.org:4443/play/38?token=98604b785a0063d80a49f93b25b5cb40
江苏卫视,https://jrys.haycker.eu.org:4443/play/39?token=98604b785a0063d80a49f93b25b5cb40
深圳卫视,https://jrys.haycker.eu.org:4443/play/40?token=98604b785a0063d80a49f93b25b5cb40
湖北卫视,https://jrys.haycker.eu.org:4443/play/41?token=98604b785a0063d80a49f93b25b5cb40
广西卫视,https://jrys.haycker.eu.org:4443/play/42?token=98604b785a0063d80a49f93b25b5cb40
东南卫视,https://jrys.haycker.eu.org:4443/play/43?token=98604b785a0063d80a49f93b25b5cb40
江西卫视,https://jrys.haycker.eu.org:4443/play/44?token=98604b785a0063d80a49f93b25b5cb40
北京卫视,https://jrys.haycker.eu.org:4443/play/45?token=98604b785a0063d80a49f93b25b5cb40
东方卫视,https://jrys.haycker.eu.org:4443/play/46?token=98604b785a0063d80a49f93b25b5cb40
辽宁卫视,https://jrys.haycker.eu.org:4443/play/47?token=98604b785a0063d80a49f93b25b5cb40
重庆卫视,https://jrys.haycker.eu.org:4443/play/48?token=98604b785a0063d80a49f93b25b5cb40
天津卫视,https://jrys.haycker.eu.org:4443/play/49?token=98604b785a0063d80a49f93b25b5cb40
安徽卫视,https://jrys.haycker.eu.org:4443/play/50?token=98604b785a0063d80a49f93b25b5cb40
贵州卫视,https://jrys.haycker.eu.org:4443/play/51?token=98604b785a0063d80a49f93b25b5cb40
四川卫视,https://jrys.haycker.eu.org:4443/play/52?token=98604b785a0063d80a49f93b25b5cb40
山东卫视,https://jrys.haycker.eu.org:4443/play/53?token=98604b785a0063d80a49f93b25b5cb40
吉林卫视,https://jrys.haycker.eu.org:4443/play/54?token=98604b785a0063d80a49f93b25b5cb40
黑龙江卫视,https://jrys.haycker.eu.org:4443/play/55?token=98604b785a0063d80a49f93b25b5cb40
河北卫视,https://jrys.haycker.eu.org:4443/play/56?token=98604b785a0063d80a49f93b25b5cb40
河南卫视,https://jrys.haycker.eu.org:4443/play/57?token=98604b785a0063d80a49f93b25b5cb40
内蒙古卫视,https://jrys.haycker.eu.org:4443/play/58?token=98604b785a0063d80a49f93b25b5cb40
宁夏卫视,https://jrys.haycker.eu.org:4443/play/59?token=98604b785a0063d80a49f93b25b5cb40
甘肃卫视,https://jrys.haycker.eu.org:4443/play/60?token=98604b785a0063d80a49f93b25b5cb40
海南卫视,https://jrys.haycker.eu.org:4443/play/61?token=98604b785a0063d80a49f93b25b5cb40
新疆卫视,https://jrys.haycker.eu.org:4443/play/62?token=98604b785a0063d80a49f93b25b5cb40
西藏卫视,https://jrys.haycker.eu.org:4443/play/63?token=98604b785a0063d80a49f93b25b5cb40
北京卫视,http://cdn.jdshipin.com:8880/ysp.php?id=bjws
湖南卫视,http://cdn.jdshipin.com:8880/ysp.php?id=fnws
东方卫视,http://cdn.jdshipin.com:8880/ysp.php?id=dfws
浙江卫视,http://cdn.jdshipin.com:8880/ysp.php?id=zjws
江苏卫视,http://cdn.jdshipin.com:8880/ysp.php?id=jsws
深圳卫视,http://cdn.jdshipin.com:8880/ysp.php?id=szws
黑龙江卫视,http://cdn.jdshipin.com:8880/ysp.php?id=hljws
辽宁卫视,http://cdn.jdshipin.com:8880/ysp.php?id=lnws
安微卫视,http://cdn.jdshipin.com:8880/ysp.php?id=ahws
重庆卫视,http://cdn.jdshipin.com:8880/ysp.php?id=cqws
东南卫视,http://cdn.jdshipin.com:8880/ysp.php?id=dnws
广西卫视,http://cdn.jdshipin.com:8880/ysp.php?id=gxws
贵州卫视,http://cdn.jdshipin.com:8880/ysp.php?id=gzws
河北卫视,http://cdn.jdshipin.com:8880/ysp.php?id=hbws
河南卫视,http://cdn.jdshipin.com:8880/ysp.php?id=hnws
湖北卫视,http://cdn.jdshipin.com:8880/ysp.php?id=fbws
江西卫视,http://cdn.jdshipin.com:8880/ysp.php?id=jxws
山东卫视,http://cdn.jdshipin.com:8880/ysp.php?id=sdws
四川卫视,http://cdn.jdshipin.com:8880/ysp.php?id=scws
天津卫视,http://cdn.jdshipin.com:8880/ysp.php?id=tjws
新疆卫视,http://cdn.jdshipin.com:8880/ysp.php?id=xjws
海南卫视,http://cdn.jdshipin.com:8880/ysp.php?id=hinws
湖南卫视,http://ygbh.live/migu.php?id=hunws
江苏卫视,http://ygbh.live/migu.php?id=jsws
东方卫视,http://ygbh.live/migu.php?id=dfws
重庆卫视,http://ygbh.live/migu.php?id=cqws
吉林卫视,http://ygbh.live/migu.php?id=jlws
辽宁卫视,http://ygbh.live/migu.php?id=lnws
内蒙古卫视,http://ygbh.live/migu.php?id=nmws
宁夏卫视,http://ygbh.live/migu.php?id=nxws
甘肃卫视,http://ygbh.live/migu.php?id=gsws
青海卫视,http://ygbh.live/migu.php?id=qhws
陕西卫视,http://ygbh.live/migu.php?id=sxws
山东卫视,http://ygbh.live/migu.php?id=sdws
河南卫视,http://ygbh.live/migu.php?id=hnws
湖北卫视,http://ygbh.live/migu.php?id=hubws
江西卫视,http://ygbh.live/migu.php?id=jxws
东南卫视,http://ygbh.live/migu.php?id=dnws
海峡卫视,http://ygbh.live/migu.php?id=hxws
广西卫视,http://ygbh.live/migu.php?id=gxws
云南卫视,http://ygbh.live/migu.php?id=ynws
贵州卫视,http://ygbh.live/migu.php?id=gzws
新疆卫视,http://ygbh.live/migu.php?id=xjws
西藏卫视,http://ygbh.live/migu.php?id=xzws
海南卫视,http://ygbh.live/migu.php?id=hinws
北京卫视,http://123.6.102.32:11789/850.php?id=beijinghd.m3u8
东方卫视,http://123.6.102.32:11789/850.php?id=shanghaihd.m3u8
天津卫视,http://123.6.102.32:11789/850.php?id=tianjinhd.m3u8
重庆卫视,http://123.6.102.32:11789/850.php?id=chongqinghd.m3u8
黑龙江卫视,http://123.6.102.32:11789/850.php?id=heilongjianghd.m3u8
吉林卫视,http://123.6.102.32:11789/850.php?id=jilinhd.m3u8
辽宁卫视,http://123.6.102.32:11789/850.php?id=liaoninghd.m3u8
湖南卫视,http://123.6.102.32:11789/850.php?id=hunanhd.m3u8
江苏卫视,http://123.6.102.32:11789/850.php?id=jiangsuhd.m3u8
浙江卫视,http://123.6.102.32:11789/850.php?id=zhejianghd.m3u8
东南卫视,http://123.6.102.32:11789/850.php?id=dongnanhd.m3u8
深圳卫视,http://123.6.102.32:11789/850.php?id=shenzhenhd.m3u8
江西卫视,http://123.6.102.32:11789/850.php?id=jiangxihd.m3u8
广西卫视,http://123.6.102.32:11789/850.php?id=guangxihd.m3u8
贵州卫视,http://123.6.102.32:11789/850.php?id=guizhouhd.m3u8
四川卫视,http://123.6.102.32:11789/850.php?id=sichuanhd.m3u8
河南卫视,http://123.6.102.32:11789/850.php?id=henanhd.m3u8
内蒙古卫视,http://123.6.102.32:11789/850.php?id=neimengkusd.m3u8
安徽卫视,http://123.6.102.32:11789/850.php?id=anhuisd.m3u8
湖北卫视,http://123.6.102.32:11789/850.php?id=hubeisd.m3u8
宁夏卫视,http://123.6.102.32:11789/850.php?id=ningxia.m3u8
青海卫视,http://123.6.102.32:11789/850.php?id=qinghaisd.m3u8
河北卫视,http://123.6.102.32:11789/850.php?id=hebeisd.m3u8
山西卫视,http://123.6.102.32:11789/850.php?id=shanxisd.m3u8
云南卫视,http://123.6.102.32:11789/850.php?id=yunnansd.m3u8
新疆卫视,http://123.6.102.32:11789/850.php?id=xinjiangsd.m3u8
兵团卫视,http://123.6.102.32:11789/850.php?id=bingtuansd.m3u8
西藏卫视,http://123.6.102.32:11789/850.php?id=xizangsd.m3u8
海南卫视,http://123.6.102.32:11789/850.php?id=hainansd.m3u8
三沙卫视,http://123.6.102.32:11789/850.php?id=sanshasd.m3u8
湖南卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=hunan1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
湖南卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=hunan2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
湖南卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=hunan3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
东方卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=dongfang1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
东方卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=dongfang2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
东方卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=dongfang3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
江苏卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=jiangshu1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
江苏卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=jiangshu2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
江苏卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=jiangshu3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
浙江卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=zhejiang1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
浙江卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=zhejiang2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
浙江卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=zhejiang3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
北京卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=beijing1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
北京卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=beijing2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
北京卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=beijing3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
山东卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=shandong1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
山东卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=shandong2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
山东卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=shandong3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
深圳卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=shenzhen1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
深圳卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=shenzhen2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
深圳卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=shenzhen3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
辽宁卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=liaoning1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
辽宁卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=liaoning2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
辽宁卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=liaoning3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
江西卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=jiangxi1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
江西卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=jiangxi2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
江西卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=jiangxi3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
湖北卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=hubei1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
湖北卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=hubei2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
湖北卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=hubei3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
贵州卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=guizhou1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
贵州卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=guizhou2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
贵州卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=guizhou3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
东南卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=dongnan1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
东南卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=dongnan2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
东南卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=dongnan3&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
四川卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=sichuan1&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
四川卫视,https://www.tfiplaytv.vip:3344/PLTV/d576c9ff9034305c70e14eaa7df61759e479faa57cd84db508ae6193688f567b6607f10da3f098d8e8b1d596330ef66b/ws.php?id=sichuan2&token=3aaeOd91442fa7Ofbb275336bOa63eaaadd234bO12a9c3a18622b328f7b8735f
